"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料月份","非獨董監持股(萬張)","非獨董監增減張數","非獨董監持股(%)","非獨董監質押(萬張)","非獨董監質押(%)","獨立董監持股(萬張)","獨立董監增減張數","獨立董監持股(%)","獨立董監質押(萬張)","獨立董監質押(%)","全體董監持股(萬張)","全體董監增減張數","全體董監持股(%)","全體董監質押(萬張)","全體董監質押(%)"
"894","5230","雷笛克","53.8","+0.2","+0.37%","15M04","0.57","0","12.7%","0","0%","0","0","0%","0","0%","0.57","0","12.7%","0","0%"
"895","2506","太設","14.4","+0.15","+1.05%","15M04","3.43","0","8.87%","0.79","22.9%","0","0","0%","0","0%","3.43","0","8.87%","0.79","22.9%"
"896","5536","聖暉","72","-0.1","-0.14%","15M04","0.58","0","12.5%","0","0%","0","0","0%","0","0%","0.58","0","12.5%","0","0%"
"897","6107","華美","90.3","-0.7","-0.77%","15M04","1.54","-60","26.2%","0","0%","0","0","0%","0","0%","1.54","-60","26.2%","0","0%"
"898","1615","大山","10.9","+0.2","+1.87%","15M04","2.45","0","21.9%","1.05","42.8%","0","0","0%","0","0%","2.45","0","21.9%","1.05","42.8%"
"899","4956","光鋐","18.4","+0.55","+3.08%","15M04","1.26","0","12.5%","0","0%","0","0","0%","0","0%","1.26","0","12.5%","0","0%"
"900","8222","寶一","18.4","-0.25","-1.34%","15M04","1.76","0","25.8%","0","0%","0","0","0%","0","0%","1.76","0","25.8%","0","0%"
"901","6404","F-通訊","55.3","0","0%","15M04","1.06","0","27.9%","0","0%","0","0","0%","0","0%","1.06","0","27.9%","0","0%"
"902","1304","台聚","14.75","-0.05","-0.34%","15M04","28.88","0","25.3%","0","0%","0","0","0%","0","0%","28.88","0","25.3%","0","0%"
"903","6284","佳邦","36.9","-0.1","-0.27%","15M04","1.1","0","10.7%","0.04","3.63%","0.01","0","0.05%","0","0%","1.11","0","10.8%","0.04","3.61%"
"904","4401","東隆興","129.5","-0.5","-0.38%","15M04","3.2","0","26.6%","0","0%","0","0","0%","0","0%","3.2","0","26.6%","0","0%"
"905","5211","蒙恬","31.15","+0.9","+2.98%","15M04","0.72","0","22.6%","0","0%","0","0","0.06%","0","0%","0.73","0","22.7%","0","0%"
"906","3003","健和興","37.1","0","0%","15M03","2.05","0","13.5%","0","0%","0","0","0%","0","0%","2.05","0","13.5%","0","0%"
"907","1904","正隆","13","+0.05","+0.39%","15M04","17.77","0","16%","1.9","10.7%","0.01","0","0.01%","0","0%","17.77","0","16%","1.9","10.7%"
"908","3293","鈊象","104","+0.5","+0.48%","15M04","1.13","-45","16.2%","0","0%","0","0","0%","0","0%","1.13","-45","16.2%","0","0%"
"909","1231","聯華食","33.45","-0.1","-0.3%","15M04","6.95","0","46.9%","0.92","13.2%","0","0","0%","0","0%","6.95","0","46.9%","0.92","13.2%"
"910","3092","鴻碩","18.6","+0.6","+3.33%","15M04","1.32","0","20.7%","0","0%","0","0","0%","0","0%","1.32","0","20.7%","0","0%"
"911","3583","辛耘","56","+0.8","+1.45%","15M04","1.22","0","15%","0","0%","0","0","0%","0","0%","1.22","0","15%","0","0%"
"912","4114","健喬","37.4","+0.4","+1.08%","15M04","2.04","-43","16.7%","0.2","9.82%","0","0","0%","0","0%","2.04","-43","16.7%","0.2","9.82%"
"913","4755","三福化","26.2","-0.35","-1.32%","15M04","4.62","0","51.7%","0","0%","0","0","0%","0","0%","4.62","0","51.7%","0","0%"
"914","6141","柏承","11.3","-0.2","-1.74%","15M04","2.74","0","20.6%","0.32","11.7%","0","0","0%","0","0%","2.74","0","20.6%","0.32","11.7%"
"915","1568","倉佑","18.9","+0.25","+1.34%","15M04","1.73","0","16.8%","0","0%","0","0","0%","0","0%","1.73","0","16.8%","0","0%"
"916","3290","東浦","18.9","-0.25","-1.31%","15M04","1.22","0","12.3%","0.05","4.08%","0","0","0.03%","0","0%","1.23","0","12.3%","0.05","4.07%"
"917","1536","和大","79.8","-1","-1.24%","15M04","3.33","-241","14.2%","0.12","3.6%","0","0","0%","0","0%","3.33","-241","14.2%","0.12","3.6%"
"918","6269","台郡","114","+4.5","+4.11%","15M04","1.68","0","7.45%","0","0%","0","0","0%","0","0%","1.68","0","7.45%","0","0%"
"919","01003T","新光R1","14","+0.03","+0.21%","-","","","","","","","","","","","","","","",""
"920","1466","聚隆","19.05","+0.1","+0.53%","15M04","2","0","18%","0.18","8.75%","0","0","0%","0","0%","2","0","18%","0.18","8.75%"
"921","4173","久裕","31","+1.75","+5.98%","15M04","3.06","0","68.6%","0","0%","0","0","0%","0","0%","3.06","0","68.6%","0","0%"
"922","2722","夏都","46","+0.5","+1.1%","15M04","4.84","0","54.2%","0.05","1.03%","0","0","0%","0","0%","4.84","0","54.2%","0.05","1.03%"
"923","1614","三洋電","29.1","+0.1","+0.34%","15M04","9.16","0","34%","2.61","28.5%","0","0","0%","0","0%","9.16","0","34%","2.61","28.5%"
"924","8436","大江","77.1","+0.6","+0.78%","15M04","1.35","-9","24.3%","0","0%","0","0","0%","0","0%","1.35","-9","24.3%","0","0%"
"925","5601","台聯櫃","27","0","0%","15M04","1.87","+235","28.8%","0","0%","0","0","0%","0","0%","1.87","+235","28.8%","0","0%"
"926","3669","圓展","15.5","+0.35","+2.31%","15M04","2.7","0","27.5%","0","0%","0","0","0%","0","0%","2.7","0","27.5%","0","0%"
"927","2354","鴻準","101","+2.5","+2.54%","15M03","16.09","0","11.7%","0","0%","0","0","0%","0","0%","16.09","0","11.7%","0","0%"
"928","2833","台壽保","31.2","+0.35","+1.13%","15M04","40.95","0","42.3%","0","0%","0.03","0","0.03%","0","0%","40.98","0","42.3%","0","0%"
"929","9919","康那香","13.65","+0.45","+3.41%","15M04","5.95","0","30.2%","2.6","43.7%","0","0","0%","0","0%","5.95","0","30.2%","2.6","43.7%"
"930","4109","穆拉德","23.5","+0.45","+1.95%","15M04","1.05","0","14.7%","0.49","46.6%","0","0","0%","0","0%","1.05","0","14.7%","0.49","46.6%"
"931","4994","傳奇","137.5","+3","+2.23%","15M04","2.99","0","33.8%","0.97","32.3%","0.01","0","0.09%","0","0%","3","0","33.9%","0.97","32.2%"
"932","3706","神達","27.6","+0.3","+1.1%","15M04","18.68","0","24.4%","1.77","9.48%","0","0","0%","0","0%","18.68","0","24.4%","1.77","9.48%"
"933","2704","國賓","27.65","+0.05","+0.18%","15M04","9.44","0","25.7%","0.86","9.12%","0","0","0%","0","0%","9.44","0","25.7%","0.86","9.12%"
"934","8933","愛地雅","15.8","+0.2","+1.28%","15M04","1.38","0","9.26%","0.15","10.9%","0","0","0%","0","0%","1.38","0","9.26%","0.15","10.9%"
"935","6170","統振","11.5","+0.15","+1.32%","15M04","1.26","0","13.5%","0.24","18.6%","0.02","0","0.2%","0","0%","1.28","0","13.7%","0.24","18.4%"
"936","1734","杏輝","31.7","+1.65","+5.49%","15M04","2.44","0","15.2%","0.45","18.6%","0","0","0%","0","0%","2.44","0","15.2%","0.45","18.6%"
"937","1457","宜進","11.9","0","0%","15M04","4.41","0","13.2%","1.36","30.7%","0","0","0%","0","0%","4.41","0","13.2%","1.36","30.7%"
"938","8047","星雲","13.9","+0.05","+0.36%","15M04","1.61","+50","38.9%","0","0%","0","0","0.02%","0","0%","1.62","+50","38.9%","0","0%"
"939","4120","友華","63.7","-0.7","-1.09%","15M04","2.58","0","29.8%","0.12","4.64%","0","0","0%","0","0%","2.58","0","29.8%","0.12","4.64%"
"940","2852","第一保","15.15","-0.05","-0.33%","15M04","5.32","0","17.7%","0","0%","0.07","0","0.23%","0","0%","5.39","0","17.9%","0","0%"
"941","4728","雙美","23.95","-0.05","-0.21%","15M04","0.65","0","12%","0.02","2.61%","0","0","0%","0","0%","0.65","0","12%","0.02","2.61%"
"942","9921","巨大","263.5","+1","+0.38%","15M04","4.77","0","12.7%","0","0%","0","0","0%","0","0%","4.77","0","12.7%","0","0%"
"943","2478","大毅","16.05","+0.05","+0.31%","15M04","4.58","0","17.4%","0.74","16.1%","0","0","0%","0","0%","4.58","0","17.4%","0.74","16.1%"
"944","4107","邦特","84.5","-0.1","-0.12%","15M04","1.06","0","12.3%","0","0%","0","0","0%","0","0%","1.06","0","12.3%","0","0%"
"945","1324","地球","12.1","-0.05","-0.41%","15M04","1.67","0","22.3%","0","0%","0","0","0%","0","0%","1.67","0","22.3%","0","0%"
"946","2395","研華","242","-3","-1.22%","15M04","11.67","0","18.5%","0","0%","0","0","0%","0","0%","11.67","0","18.5%","0","0%"
"947","2719","燦星旅","29.1","-1.9","-6.13%","15M04","1.92","0","52.8%","0","0%","0","0","0%","0","0%","1.92","0","52.8%","0","0%"
"948","4129","聯合","49.6","-0.35","-0.7%","15M04","0.66","-3","11.7%","0.04","6.7%","0","0","0%","0","0%","0.66","-3","11.7%","0.04","6.7%"
"949","3289","宜特","82.1","+1.1","+1.36%","15M04","0.47","0","10.1%","0.08","17%","0","0","0%","0","0%","0.47","0","10.1%","0.08","17%"
"950","6020","大展證","17.35","-0.1","-0.57%","15M04","6.63","0","26.3%","0","0%","0","0","0%","0","0%","6.63","0","26.3%","0","0%"
"951","8403","盛弘","41.4","-0.5","-1.19%","15M04","2.55","+219","43.2%","0.48","18.9%","0","0","0%","0","0%","2.55","+219","43.2%","0.48","18.9%"
"952","2228","劍麟","145","-2.5","-1.69%","15M04","1.96","0","27.4%","0","0%","0","0","0%","0","0%","1.96","0","27.4%","0","0%"
"953","8437","F-大地","145","+0.5","+0.35%","15M04","0.77","","26.6%","0","0%","0","","0%","0","0%","0.77","","26.6%","0","0%"
"954","8913","全銓","16.6","0","0%","15M04","1.07","0","19.6%","0","0%","0","0","0%","0","0%","1.07","0","19.6%","0","0%"
"955","1219","福壽","14.95","+0.05","+0.34%","15M04","2.93","0","9.34%","0.12","4.1%","0","0","0%","0","0%","2.93","0","9.34%","0.12","4.1%"
"956","4414","如興","16.7","-0.3","-1.76%","15M04","2.54","0","19.3%","2.3","90.6%","0","0","0%","0","0%","2.54","0","19.3%","2.3","90.6%"
"957","3494","誠研","12.15","+0.15","+1.25%","15M04","1.57","0","8.77%","0.12","7.62%","0","0","0%","0","0%","1.57","0","8.77%","0.12","7.62%"
"958","3202","樺晟","8.39","+0.08","+0.96%","15M04","1.02","-78","10.6%","0.36","34.6%","0","0","0%","0","0%","1.02","-78","10.6%","0.36","34.6%"
"959","3663","鑫科","21.05","+0.05","+0.24%","15M04","3.35","0","45.6%","0","0%","0","0","0.01%","0","0%","3.35","0","45.6%","0","0%"
"960","9910","豐泰","168.5","+1.5","+0.9%","15M04","16.98","-150","29.3%","0","0%","0","0","0%","0","0%","16.98","-150","29.3%","0","0%"
"961","8046","南電","54.9","+0.3","+0.55%","15M04","43.62","0","67.5%","0","0%","0","0","0%","0","0%","43.62","0","67.5%","0","0%"
"962","2032","新鋼","10.65","-0.05","-0.47%","15M04","3.72","+94","28.5%","0","0%","0","0","0%","0","0%","3.72","+94","28.5%","0","0%"
"963","3428","光燿科","42.6","+0.3","+0.71%","15M04","2.65","0","27.9%","0","0%","0","0","0%","0","0%","2.65","0","27.9%","0","0%"
"964","6506","雙邦","25.6","+1.65","+6.89%","15M04","1.2","-764","18.3%","0.16","13.4%","0","0","0%","0","0%","1.2","-764","18.3%","0.16","13.4%"
"965","8086","宏捷科","85.4","+1.4","+1.67%","15M04","0.85","-23","6.21%","0","0%","0","0","0.04%","0","0%","0.86","-23","6.24%","0","0%"
"966","6153","嘉聯益","27","+0.2","+0.75%","15M04","1.8","0","5.53%","0","0%","0.05","0","0.15%","0","0%","1.85","0","5.68%","0","0%"
"967","5301","寶得利","60.2","0","0%","15M04","1.78","0","21.2%","0.05","2.81%","0","0","0%","0","0%","1.78","0","21.2%","0.05","2.81%"
"968","3060","銘異","116.5","+1.5","+1.3%","15M04","0.25","0","1.45%","0.07","27.7%","0","0","0%","0","0%","0.25","0","1.45%","0.07","27.7%"
"969","4979","華星光","87.1","-1.1","-1.25%","15M04","0.6","-41","8.96%","0.08","13.3%","0","0","0%","0","0%","0.6","-41","8.96%","0.08","13.3%"
"970","9938","百和","87.1","+1.5","+1.75%","15M04","3.73","-214","12.5%","0","0%","0","0","0%","0","0%","3.73","-214","12.5%","0","0%"
"971","1736","喬山","67.6","+0.2","+0.3%","15M04","19.01","0","62.9%","0","0%","0.02","0","0.05%","0","0%","19.03","0","62.9%","0","0%"
"972","6419","京晨科","31.4","+0.85","+2.78%","15M04","0.43","0","21%","0","0%","0","0","0%","0","0%","0.43","0","21%","0","0%"
"973","2461","光群雷","15.4","0","0%","15M04","1.39","0","8%","1.01","72.4%","0","0","0%","0","0%","1.39","0","8%","1.01","72.4%"
"974","1319","東陽","32.85","-0.25","-0.76%","15M04","15.69","0","26.5%","1.95","12.4%","0","0","0%","0","0%","15.69","0","26.5%","1.95","12.4%"
"975","4714","永捷","13.35","+0.35","+2.69%","15M04","1.08","0","18.1%","0","0%","0","0","0%","0","0%","1.08","0","18.1%","0","0%"
"976","4106","雃博","44.55","+0.65","+1.48%","15M04","1.06","0","12.7%","0","0%","0","0","0%","0","0%","1.06","0","12.7%","0","0%"
"977","2515","中工","7.72","-0.05","-0.64%","15M04","14.18","0","9.3%","8.04","56.7%","0","0","0%","0","0%","14.18","0","9.3%","8.04","56.7%"
"978","8938","明安","22.35","+1.45","+6.94%","15M04","1.9","0","14.1%","0.08","3.9%","0","0","0%","0","0%","1.9","0","14.1%","0.08","3.9%"
"979","1339","昭輝","89.6","-0.7","-0.78%","15M04","3.55","0","46.8%","0","0%","0","0","0%","0","0%","3.55","0","46.8%","0","0%"
"980","1590","F-亞德","238.5","+1","+0.42%","15M04","0.98","0","5.77%","0.04","4.57%","0","0","0%","0","0%","0.98","0","5.77%","0.04","4.57%"
"981","2634","漢翔","41.5","-1.5","-3.49%","15M04","41.8","0","46%","0","0%","0","0","0%","0","0%","41.8","0","46%","0","0%"
"982","4743","合一","45.3","+0.1","+0.22%","15M04","3.97","0","16.3%","0","0%","0","0","0%","0","0%","3.97","0","16.3%","0","0%"
"983","3027","盛達","13.6","+0.1","+0.74%","15M04","1.32","+10","13.7%","0","0%","0","0","0%","0","0%","1.32","+10","13.7%","0","0%"
"984","3276","宇環","13.6","+0.05","+0.37%","15M04","3.15","0","45.1%","0","0%","0","0","0%","0","0%","3.15","0","45.1%","0","0%"
"985","4950","牧東","22.75","+0.35","+1.56%","15M04","1.3","0","22%","0","0%","0","0","0%","0","0%","1.3","0","22%","0","0%"
"986","1301","台塑","77.4","+2.3","+3.06%","15M04","155.1","0","24.4%","0.77","0.49%","0","0","0%","0","0%","155.1","0","24.4%","0.77","0.49%"
"987","1103","嘉泥","13.75","0","0%","15M04","14.56","0","18.7%","0","0%","0","0","0%","0","0%","14.56","0","18.7%","0","0%"
"988","3374","精材","55.1","-0.8","-1.43%","15M04","10.24","0","38.2%","0","0%","0","0","0%","0","0%","10.24","0","38.2%","0","0%"
"989","8411","F-福貞","38.75","0","0%","15M04","0.92","-10","6.09%","0","0%","0","0","0%","0","0%","0.92","-10","6.09%","0","0%"
"990","8429","F-金麗","62.4","+0.1","+0.16%","15M04","3.5","0","28.9%","0","0%","0","0","0%","0","0%","3.5","0","28.9%","0","0%"
"991","6509","聚和","18.65","-0.15","-0.8%","15M04","0.95","0","5.67%","0","0%","0","0","0.01%","0","0%","0.95","0","5.68%","0","0%"
"992","3285","微端","37.4","+0.2","+0.54%","15M04","0.45","+3","10.2%","0","0%","0","0","0.1%","0","0%","0.45","+3","10.3%","0","0%"
"993","3163","波若威","51.4","+0.7","+1.38%","15M04","1.22","0","16.9%","0","0%","0","0","0%","0","0%","1.22","0","16.9%","0","0%"
"994","8341","日友","103","+5.3","+5.42%","15M04","4.21","0","37.7%","0","0%","0","0","0%","0","0%","4.21","0","37.7%","0","0%"
"995","4528","江興鍛","70.5","+0.8","+1.15%","15M04","3.55","-10","46.4%","0","0%","0","0","0%","0","0%","3.55","-10","46.4%","0","0%"
"996","1325","恆大","21.25","+1.05","+5.2%","15M04","3.08","0","30.7%","0","0%","0","0","0%","0","0%","3.08","0","30.7%","0","0%"
"997","2207","和泰車","496","+2","+0.4%","15M04","13.25","+15","24.3%","0.1","0.71%","0","0","0%","0","0%","13.25","+15","24.3%","0.1","0.71%"
"998","2607","榮運","16.65","+0.05","+0.3%","15M04","51.44","0","48.2%","0","0%","0","0","0%","0","0%","51.44","0","48.2%","0","0%"
"999","3552","同致","162","+10.5","+6.93%","15M04","1.57","0","18.7%","0","0%","0","0","0.01%","0","0%","1.57","0","18.7%","0","0%"
"1000","3310","佳穎","14.45","-0.05","-0.34%","15M04","3.25","0","29.1%","0.13","3.99%","0","0","0%","0","0%","3.25","0","29.1%","0.13","3.99%"
"1001","6117","迎廣","14.45","-0.1","-0.69%","15M04","3.42","0","38.6%","0","0%","0","0","0%","0","0%","3.42","0","38.6%","0","0%"
"1002","6702","興航","9.7","-0.3","-3%","15M04","24.9","0","39.8%","10.46","42%","0","0","0%","0","0%","24.9","0","39.8%","10.46","42%"
"1003","5903","全家","242.5","+3","+1.25%","15M04","15.91","+1,976","71.3%","0","0%","0","0","0%","0","0%","15.91","+1,976","71.3%","0","0%"
"1004","5904","寶雅","364","+3","+0.83%","15M04","2.14","0","22.8%","0.24","11.4%","0","0","0%","0","0%","2.14","0","22.8%","0.24","11.4%"
"1005","9907","統一實","21.85","-0.25","-1.13%","15M04","75.6","+100","47.9%","0","0%","0","0","0%","0","0%","75.6","+100","47.9%","0","0%"
"1006","2059","川湖","438","-10.5","-2.34%","15M04","2.21","0","23.1%","0","0%","0","0","0.01%","0","0%","2.21","0","23.2%","0","0%"
"1007","2492","華新科","14.6","+0.95","+6.96%","15M03","16.6","0","24.3%","0","0%","0","0","0%","0","0%","16.6","0","24.3%","0","0%"
"1008","4906","正文","24.35","-0.15","-0.61%","15M04","1.39","0","4.55%","0","0%","0","0","0%","0","0%","1.39","0","4.55%","0","0%"
"1009","3642","駿熠電","34.3","-0.2","-0.58%","15M04","0.37","+40","11.6%","0","0%","0","0","0%","0","0%","0.37","+40","11.6%","0","0%"
"1010","4739","康普","53.6","-0.6","-1.11%","15M04","1.75","0","25.6%","0.03","1.71%","0","0","0%","0","0%","1.75","0","25.6%","0.03","1.71%"
"1011","1337","F-再生","21.3","+0.1","+0.47%","15M04","10.61","0","42.5%","0","0%","0","0","0%","0","0%","10.61","0","42.5%","0","0%"
"1012","9962","有益","9.94","+0.07","+0.71%","15M04","1.74","+0.06","19.2%","0","0%","0","0","0.01%","0","0%","1.74","+0.06","19.3%","0","0%"
"1013","2108","南帝","25","-0.25","-0.99%","15M04","15.4","0","37.1%","1.12","7.25%","0","0","0%","0","0%","15.4","0","37.1%","1.12","7.25%"
"1014","4426","利勤","125","-1.5","-1.19%","15M04","1.19","-20","15.5%","0","0%","0","0","0%","0","0%","1.19","-20","15.5%","0","0%"
"1015","9946","三發","25","+0.4","+1.63%","15M04","5.02","0","23.2%","0.53","10.5%","0","0","0%","0","0%","5.02","0","23.2%","0.53","10.5%"
"1016","4965","商店街","176","+0.5","+0.28%","15M04","1.32","0","67.6%","0","0%","0","0","0%","0","0%","1.32","0","67.6%","0","0%"
"1017","8917","欣泰","50.5","+0.3","+0.6%","15M04","4.56","+825","37.3%","0.04","0.89%","0","0","0%","0","0%","4.56","+825","37.3%","0.04","0.89%"
"1018","2641","正德","10.15","0","0%","15M04","5.57","0","46.6%","0","0%","0","0","0%","0","0%","5.57","0","46.6%","0","0%"
"1019","3532","台勝科","51","+3.3","+6.92%","15M04","73.35","0","94.6%","0","0%","0","0","0%","0","0%","73.35","0","94.6%","0","0%"
"1020","5266","F*AS","69.7","+1.9","+2.8%","15M04","1.12","0","38.7%","0.4","35.7%","0","0","0%","0","0%","1.12","0","38.7%","0.4","35.7%"
"1021","2910","統領","36.45","+0.05","+0.14%","15M04","3.65","0","17.5%","1.54","42.2%","0","0","0%","0","0%","3.65","0","17.5%","1.54","42.2%"
"1022","3518","柏騰","52.7","+3","+6.04%","15M04","1.02","+340","12%","0","0%","0","0","0%","0","0%","1.02","+340","12%","0","0%"
"1023","5269","祥碩","159","-1","-0.62%","15M04","2.47","0","43.3%","0","0%","0","0","0%","0","0%","2.47","0","43.3%","0","0%"
"1024","1525","江申","74.4","+1.1","+1.5%","15M04","5.39","0","77.8%","0","0%","0","0","0%","0","0%","5.39","0","77.8%","0","0%"
"1025","1729","必翔","63.8","+1.4","+2.24%","15M04","7.42","-3,725","40%","4.77","64.4%","0","0","0%","0","0%","7.42","-3,725","40%","4.77","64.4%"
"1026","9949","琉園","15.95","+0.15","+0.95%","15M04","1.04","0","22.1%","0","0%","0","0","0%","0","0%","1.04","0","22.1%","0","0%"
"1027","1784","訊聯","37.5","+0.8","+2.18%","15M04","0.63","-95","12.7%","0.04","6.26%","0","0","0.07%","0","0%","0.64","-95","12.8%","0.04","6.23%"
"1028","4433","興采","43.15","+2.8","+6.94%","15M04","1.46","0","48.7%","0","0%","0","0","0%","0","0%","1.46","0","48.7%","0","0%"
"1029","2231","為升","405.5","-5.5","-1.34%","15M04","1.88","0","25.9%","0","0%","0.01","0","0.11%","0","0%","1.89","0","26.1%","0","0%"
"1030","1476","儒鴻","435","+7","+1.64%","15M04","6.45","-148","24.7%","0","0%","0","0","0%","0","0%","6.45","-148","24.7%","0","0%"
"1031","1566","捷邦","27.3","-0.2","-0.73%","15M04","1.53","0","22.9%","0.01","0.74%","0","0","0%","0","0%","1.53","0","22.9%","0.01","0.74%"
"1032","2534","宏盛","21.95","+0.3","+1.39%","15M04","6.75","-54,455","11.5%","0","0%","0","0","0%","0","0%","6.75","-54,455","11.5%","0","0%"
"1033","5386","青雲","27.65","-0.1","-0.36%","15M04","0.49","0","41.9%","0","0%","0","0","0%","0","0%","0.49","0","41.9%","0","0%"
"1034","6180","橘子","38.8","+0.8","+2.11%","15M04","3.51","-15,000","22.3%","1.91","54.5%","0","0","0%","0","0%","3.51","-15,000","22.3%","1.91","54.5%"
"1035","4737","華廣","52.5","+0.5","+0.96%","15M04","1.2","0","23.3%","0.11","9.18%","0","0","0%","0","0%","1.2","0","23.3%","0.11","9.18%"
"1036","2448","晶電","46.4","+0.3","+0.65%","15M04","4.63","+306","4.2%","0","0%","0","0","0%","0","0%","4.63","+306","4.2%","0","0%"
"1037","1416","廣豐","16.9","-0.05","-0.29%","15M04","3.77","+120","12.8%","0","0%","0","0","0%","0","0%","3.77","+120","12.8%","0","0%"
"1038","6414","樺漢","338","+8","+2.42%","15M04","2.79","0","40.6%","0","0%","0","0","0%","0","0%","2.79","0","40.6%","0","0%"
"1039","1313","聯成","11.3","0","0%","15M04","39.11","0","33.6%","0.5","1.27%","0","0","0%","0","0%","39.11","0","33.6%","0.5","1.27%"
"1040","2201","裕隆","40.1","+0.3","+0.75%","15M04","54.71","0","34.8%","12.33","22.5%","0","0","0%","0","0%","54.71","0","34.8%","12.33","22.5%"
"1041","1262","F-綠悅","143.5","+1","+0.7%","15M04","0.48","0","3.22%","0","0%","0","0","0%","0","0%","0.48","0","3.22%","0","0%"
"1042","8450","霹靂","80.6","+1.2","+1.51%","15M04","0.6","0","13.8%","0","0%","0","0","0.01%","0","0%","0.6","0","13.8%","0","0%"
"1043","2102","泰豐","17.3","0","0%","15M04","6.47","0","14.1%","0","0%","0","0","0%","0","0%","6.47","0","14.1%","0","0%"
"1044","4306","炎洲","14.5","-0.05","-0.34%","15M04","10.3","+170","20.1%","1.13","11%","0","0","0%","0","0%","10.3","+170","20.1%","1.13","11%"
"1045","2601","益航","14.55","+0.25","+1.75%","15M04","4.68","0","12.4%","0.93","19.8%","0","0","0%","0","0%","4.68","0","12.4%","0.93","19.8%"
"1046","2460","建通","11.65","+0.1","+0.87%","15M04","6.59","0","38.4%","0","0%","0","0","0%","0","0%","6.59","0","38.4%","0","0%"
"1047","2528","皇普","11.65","+0.1","+0.87%","15M04","4.2","0","34.7%","0","0%","0","0","0%","0","0%","4.2","0","34.7%","0","0%"
"1048","8390","金益鼎","17.65","+0.15","+0.86%","15M04","1.79","0","23.7%","0","0%","0","0","0%","0","0%","1.79","0","23.7%","0","0%"
"1049","2474","可成","353","+9","+2.62%","15M04","3.16","0","4.11%","0","0%","0","0","0%","0","0%","3.16","0","4.11%","0","0%"
"1050","8431","匯鑽科","88.9","+5.8","+6.98%","15M04","1.28","0","30.6%","0","0%","0","0","0%","0","0%","1.28","0","30.6%","0","0%"
"1051","4976","佳凌","17.8","+0.1","+0.56%","15M04","2.03","+407","19.1%","0","0%","0.02","0","0.18%","0","0%","2.04","+407","19.3%","0","0%"
"1052","3296","勝德","17.85","-0.15","-0.83%","15M04","1.3","0","11.6%","0","0%","0","0","0%","0","0%","1.3","0","11.6%","0","0%"
"1053","4735","豪展","24.05","+0.85","+3.66%","15M04","0.72","-8","23.4%","0","0%","0","0","0%","0","0%","0.72","-8","23.4%","0","0%"
"1054","1305","華夏","12.05","-0.15","-1.23%","15M04","13.3","0","28.4%","4.3","32.3%","0","0","0%","0","0%","13.3","0","28.4%","4.3","32.3%"
"1055","3363","上詮","30.25","-0.25","-0.82%","15M04","0.84","-4,512","11%","0.05","5.97%","0","0","0%","0","0%","0.84","-4,512","11%","0.05","5.97%"
"1056","3455","由田","30.4","-0.6","-1.94%","15M04","0.74","0","12.2%","0.16","22.2%","0","0","0%","0","0%","0.74","0","12.2%","0.16","22.2%"
"1057","8937","合騏","14.65","+0.1","+0.69%","15M04","0.78","-16","10.8%","0","0%","0","0","0%","0","0%","0.78","-16","10.8%","0","0%"
"1058","2425","承啟","22.1","-0.15","-0.67%","15M04","4.07","0","37.3%","0","0%","0","0","0%","0","0%","4.07","0","37.3%","0","0%"
"1059","1440","南紡","16.65","+0.35","+2.15%","15M04","41.65","+90","25.4%","0.55","1.32%","0.03","0","0.02%","0","0%","41.67","+90","25.4%","0.55","1.32%"
"1060","1455","集盛","12.35","+0.25","+2.07%","15M04","12.52","0","20.5%","0.2","1.6%","0","0","0%","0","0%","12.52","0","20.5%","0.2","1.6%"
"1061","4102","永日","18.7","+0.35","+1.91%","15M04","1.01","0","23.7%","0","0%","0","0","0%","0","0%","1.01","0","23.7%","0","0%"
"1062","5703","亞都","21.85","+0.05","+0.23%","15M04","1.26","0","17.9%","0","0%","0","0","0%","0","0%","1.26","0","17.9%","0","0%"
"1063","6504","南六","175","+3.5","+2.04%","15M04","1.55","0","21.3%","0","0%","0","0","0%","0","0%","1.55","0","21.3%","0","0%"
"1064","8406","F-金可","412.5","-2.5","-0.6%","15M04","4.57","0","49.3%","0","0%","0","0","0%","0","0%","4.57","0","49.3%","0","0%"
"1065","3529","力旺","375.5","+6","+1.62%","15M04","0.65","0","8.49%","0","0%","0","0","0%","0","0%","0.65","0","8.49%","0","0%"
"1066","2328","廣宇","17.55","-0.35","-1.96%","15M04","2.77","0","5.35%","0","0%","0","0","0%","0","0%","2.77","0","5.35%","0","0%"
"1067","8163","達方","18.85","+0.1","+0.53%","15M04","6.51","0","20.4%","0","0%","0","0","0%","0","0%","6.51","0","20.4%","0","0%"
"1068","2481","強茂","12.75","+0.6","+4.94%","15M04","5.84","0","15%","3.05","52.3%","0","0","0%","0","0%","5.84","0","15%","3.05","52.3%"
"1069","4966","F-譜瑞","321.5","-0.5","-0.16%","15M04","0.61","0","8.06%","0.02","2.82%","0.01","0","0.17%","0","0%","0.62","0","8.23%","0.02","2.78%"
"1070","1815","富喬","12.9","+0.1","+0.78%","15M04","7.16","-90","17.5%","0","0%","0","0","0%","0","0%","7.16","-90","17.5%","0","0%"
"1071","4971","F-IET","97","+2.2","+2.32%","15M04","0.02","0","0.73%","0","0%","0","0","0%","0","0%","0.02","0","0.73%","0","0%"
