"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料年度","政府機構(%)","政府機構增減","僑外投資(%)","僑外投資增減","本國金融機構(%)","本國金融機構增減","本國法人(%)","本國法人增減","本國個人(%)","本國個人增減","庫藏股票(%)","庫藏股票增減"
"173","2006","東鋼","23.25","-0.05","-0.21%","2014","5.2%","+1.29","11.4%","-6.64","17.3%","+0.48","29.4%","-0.18","36.6%","+5.05","0%","0"
"174","2206","三陽","25.75","-0.1","-0.39%","2014","0.3%","+0.24","9%","-1.63","1.8%","+1.06","47.8%","+1.99","41.1%","-1.66","0%","0"
"175","1710","東聯","26.1","+0.3","+1.16%","2015","1.9%","-0.36","6.3%","-2.11","16.4%","-0.45","51.4%","+4.98","24%","-2.06","0%","0"
"176","2855","統一證","17.25","+0.1","+0.58%","2014","0%","0","8.6%","-1.51","2%","+0.17","60.3%","+1.6","29%","-0.26","0%","0"
"177","1707","葡萄王","173.5","-0.5","-0.29%","2014","1.7%","+1.51","16.2%","-3.99","6.1%","-3.18","5.3%","+0.27","70.7%","+5.38","0%","0"
"178","5483","中美晶","38.8","+0.55","+1.44%","2015","2.7%","+0.18","15.7%","+1.44","3.3%","+0.85","20.7%","+1.83","57.6%","-4.29","0%","0"
"179","4180","安成藥","198","-5","-2.46%","2014","0%","0","59.5%","-2.56","10.5%","+7.76","8.5%","-1.5","21.5%","-3.7","0%","+0.01"
"180","2355","敬鵬","55.5","+0.5","+0.91%","2014","8%","+0.01","20.7%","-2","19.1%","+8.98","4.1%","-1.71","48.1%","-5.28","0%","0"
"181","2376","技嘉","35","+0.1","+0.29%","2014","0%","0","33.5%","+1.57","4.6%","+1.01","13.7%","+0.54","48.2%","-3.11","0%","0"
"182","6116","彩晶","6.56","+0.08","+1.23%","2014","0.1%","+0.06","11.5%","+1.17","1.1%","+1.06","21.4%","+1.91","65.9%","-4.19","0%","0"
"183","1262","F-綠悅","143.5","+1","+0.7%","2014","0%","","91.1%","","0.8%","","4.6%","","3.5%","","0%",""
"184","9941","裕融","80.9","+0.3","+0.37%","2014","2.2%","+0.25","1.9%","+0.04","11.8%","+4.53","62.7%","-3.18","21.5%","-1.64","0%","0"
"185","3706","神達","27.6","+0.3","+1.1%","2015","0%","0","8.4%","-2.83","5.1%","+3.45","30.9%","-1.71","55.6%","+1.09","0%","0"
"186","1503","士電","40.3","-0.15","-0.37%","2014","1.1%","+0.08","32.8%","+0.99","1.9%","-0.74","37.5%","+1.18","26.6%","-1.51","0%","0"
"187","1589","F-永冠","198","+3","+1.54%","2015","6%","+2.63","15.6%","+5.1","15.3%","-0.55","4.1%","-1.63","59%","-5.55","0%","0"
"188","2727","王品","269","+3","+1.13%","2015","1.7%","-1.94","6.1%","-9.57","7.8%","+1.86","19.2%","+0.07","65.3%","+9.58","0%","0"
"189","5371","中光電","38.1","-0.35","-0.91%","2014","3.7%","+1.5","42.7%","+17.5","6.2%","-5.11","12.4%","+1.62","34.9%","-15.5","0%","0"
"190","4733","上緯","241","-16.5","-6.41%","2014","5.6%","+5.6","2.2%","+0.33","9.5%","+9.03","5.8%","-6.61","76%","-7.99","0.9%","-0.36"
"191","1736","喬山","67.6","+0.2","+0.3%","2015","0.1%","-0.15","7.2%","-6.98","2.1%","+1.66","3.5%","+0.9","87.1%","+4.57","0%","0"
"192","1702","南僑","69.1","+0.7","+1.02%","2014","0%","0","21.1%","+11.2","5.8%","+4.49","23.4%","+3.62","49.8%","-19.4","0%","0"
"193","3060","銘異","116.5","+1.5","+1.3%","2014","0%","-0.03","4.6%","-1.68","0%","-0.02","1.8%","-3.34","93.6%","+5.06","0%","0"
"194","8422","可寧衛","186","-2","-1.06%","2014","0.5%","+0.31","42.3%","+0.95","12.2%","-3.98","6.4%","+0.13","38.7%","+2.6","0%","0"
"195","2458","義隆","45.85","+0.3","+0.66%","2014","0%","-1.19","9.1%","-14.8","12.6%","-17","19.2%","+12.5","57.3%","+18.7","1.8%","+1.77"
"196","2511","太子","12.15","0","0%","2014","0%","0","5.6%","-12","0%","-0.03","47.2%","+5.49","47.2%","+6.54","0%","0"
"197","1907","永豐餘","12.1","-0.05","-0.41%","2015","2%","+0.07","17.2%","-0.53","0.6%","+0.33","32.5%","-0.2","47.7%","+0.33","0%","0"
"198","2637","F-慧洋","41","-0.1","-0.24%","2014","0%","0","5%","+0.55","1.9%","-1.61","24.5%","-1.04","68.6%","+2.1","0%","0"
"199","5007","三星","74.2","-0.3","-0.4%","2014","0.5%","+0.33","3.3%","-4.6","7%","+6.33","62.7%","-1.51","26.5%","-0.55","0%","0"
"200","1319","東陽","32.85","-0.25","-0.76%","2014","0%","0","16.3%","+2.25","5.1%","-4.6","27.9%","+8.29","50.7%","-5.94","0%","0"
"201","2548","華固","70.1","-0.2","-0.28%","2015","1.1%","-0.46","29.2%","+2.06","15.4%","-3.29","16.4%","-1.09","37.9%","+2.79","0%","0"
"202","6605","帝寶","116","+2","+1.75%","2014","0%","0","10.3%","-0.33","9.7%","-0.68","38.4%","+5.37","41.6%","-4.36","0%","0"
"203","9940","信義","31.35","+0.15","+0.48%","2015","0.8%","-0.34","3.4%","-0.51","4%","-0.77","59.1%","-1.39","32.8%","+3","0%","0"
"204","1795","美時","79.9","+5.2","+6.96%","2015","0%","0","64.3%","-2.54","2.5%","-1.33","0.6%","-2.29","32.6%","+6.25","0%","-0.09"
"205","3036","文曄","46.6","-0.15","-0.32%","2014","2.6%","+1.28","21.9%","-7.56","14%","+3.88","5.6%","-1.37","56%","+3.77","0%","0"
"206","4915","致伸","42.9","+0.25","+0.59%","2014","5.3%","+5.27","42.9%","-9.91","15.1%","+10.4","1.9%","-4.21","34.7%","-1.53","0%","0"
"207","1536","和大","79.8","-1","-1.24%","2014","0%","0","19.1%","+10.2","1.6%","-1.33","19.1%","-0.25","60.2%","-8.63","0%","0"
"208","2608","大榮","38.7","0","0%","2014","0.9%","+0.2","23.2%","-16.3","1.2%","+1.12","45.4%","+17.9","29.2%","-2.9","0%","0"
"209","2035","唐榮","53","+0.1","+0.19%","2014","11.6%","0","0%","-0.2","32%","+0.28","50.5%","+0.12","5.9%","-0.2","0%","0"
"210","1312","國喬","20","-1","-4.76%","2015","0%","+0.01","20.1%","-1.9","26.9%","+7.45","24%","+0.89","29%","-6.44","0%","0"
"211","1229","聯華","21.65","0","0%","2014","0%","0","10.2%","-0.05","10.6%","+0.51","39%","+0.34","40.2%","-0.8","0%","0"
"212","3576","新日光","21.25","+1.35","+6.78%","2014","0%","0","7%","-0.16","7%","-1.39","32.5%","+21.4","53.4%","-19.8","0%","0"
"213","6166","凌華","99","+0.7","+0.71%","2014","1.4%","+1.4","11.9%","+2.19","6.4%","+4.91","35.8%","-1.68","44.4%","-6.82","0%","0"
"214","3376","新日興","101","+2.7","+2.75%","2014","1.6%","-8.34","14.6%","+0.9","18.8%","-0.28","3.9%","-0.29","61.1%","+8.01","0%","0"
"215","2373","震旦行","53.4","+0.4","+0.75%","2014","0.3%","+0.12","7.8%","-4.5","1.9%","+0.19","67.5%","+4.74","22.5%","+1.53","0%","-2.07"
"216","2312","金寶","12.35","+0.1","+0.82%","2015","0%","0","11.2%","-1.35","3.9%","-1.42","17.4%","-0.32","67.4%","+5.85","0.2%","-2.75"
"217","1104","環泥","28.85","-0.1","-0.35%","2014","0%","0","14.8%","+5.04","2.6%","+1.11","36.1%","-0.12","46.5%","-6.03","0%","0"
"218","2607","榮運","16.65","+0.05","+0.3%","2014","0.1%","+0.08","4.4%","+0.45","1%","+0.5","50.2%","+0.12","44.3%","-1.15","0%","0"
"219","9930","中聯資","78.5","-0.8","-1.01%","2014","0%","0","1.7%","-0.24","6.3%","-0.23","74.2%","+0.36","17.8%","+0.11","0%","0"
"220","4105","東洋","71.2","0","0%","2014","1.3%","-2.17","6.7%","+1.34","3.7%","-1.46","22.1%","-1.01","66.1%","+3.31","0%","0"
"221","1409","新纖","10.65","0","0%","2014","0.3%","+0.2","11.5%","+2.24","7.1%","+0.54","32.7%","-0.03","44.7%","-4.83","3.7%","+1.88"
"222","1210","大成","23.95","-0.25","-1.03%","2014","0%","0","7.3%","-0.08","8.5%","+1.84","40.4%","+0.49","43.8%","-2.25","0%","0"
"223","6214","精誠","65.8","+3","+4.78%","2014","0.8%","+0.67","12.8%","+8.41","8.8%","+7.56","24.1%","+0.9","53.5%","-17.6","0%","0"
"224","4960","奇美材","34.05","-0.2","-0.58%","2014","1.7%","-3.93","14.5%","+11.5","2.9%","-3.23","53.1%","-10.2","27.8%","+5.82","0%","0"
"225","2104","中橡","31.95","+0.2","+0.63%","2014","0%","0","9.8%","-0.24","10.4%","-0.46","34.2%","-1.62","45.6%","+2.33","0%","0"
"226","1307","三芳","46.7","-0.85","-1.79%","2014","0%","0","10%","+0.01","1%","-0.2","40.6%","-0.04","48.4%","+0.23","0%","0"
"227","2383","台光電","55.1","-0.3","-0.54%","2015","3.4%","+1.99","30.4%","+17.4","6.7%","+6.62","12.6%","-0.66","47%","-25.4","0%","0"
"228","5534","長虹","66.1","0","0%","2014","0.1%","-0.2","16.6%","-4.77","9.3%","-0.35","45.2%","+0.89","28.8%","+4.44","0%","0"
"229","6451","F-訊芯","163","-2","-1.21%","2015","0%","","62.2%","","6.9%","","2.9%","","28%","","0%",""
"230","2331","精英","30.8","+0.4","+1.32%","2015","0.1%","-0.02","18.5%","+2.54","0%","0","48.4%","-0.94","33%","-1.57","0%","0"
"231","3022","威強電","52.1","-0.3","-0.57%","2014","0.1%","-0.18","6%","-2.25","5.9%","+2.13","11.3%","+0.28","76.7%","+0.03","0%","0"
"232","6206","飛捷","122","+0.5","+0.41%","2015","0%","-1.32","25.8%","+12.4","9.8%","+0.5","11.1%","+1.57","53.3%","-13.2","0%","0"
"233","1304","台聚","14.75","-0.05","-0.34%","2014","0%","0","35.1%","-1.28","5.5%","+4.02","13.5%","-0.61","45.9%","-2.12","0%","0"
"234","1704","榮化","19.6","+0.5","+2.62%","2014","0%","0","21.6%","+1.96","17.3%","-1.54","28.2%","+0.58","32.9%","-1.02","0%","+0.03"
"235","2856","元富證","10.8","0","0%","2014","0%","-0.03","4.7%","+0.05","45.2%","+0.22","13.2%","+0.86","34.4%","-1.06","2.5%","-0.04"
"236","2371","大同","7.1","0","0%","2014","0.1%","+0.11","15.8%","+1.95","7.4%","+0.58","14%","-1.03","62.7%","-1.61","0%","0"
"237","3035","智原","39.65","-0.15","-0.38%","2014","3.1%","+2.45","13.1%","+5.35","16%","+13.8","14.5%","-0.31","53.2%","-21.3","0%","0"
"238","6146","耕興","194.5","-2.5","-1.27%","2014","0%","0","36.9%","+3.2","6.8%","+6.8","31.7%","+1.6","24.6%","-11.6","0%","0"
"239","8926","台汽電","27.55","-0.05","-0.18%","2014","27.7%","0","5.1%","+0.43","16.4%","-5.18","11.4%","+0.12","39.5%","+4.63","0%","0"
"240","9939","宏全","61.9","+0.3","+0.49%","2014","0%","0","10.7%","-26.4","9.2%","-9.25","14.6%","+2.01","65.5%","+33.6","0%","0"
"241","3698","隆達","25.75","+0.65","+2.59%","2014","2.4%","-0.63","11.3%","+4.32","13.5%","+6.53","34.9%","-11.1","37.9%","+0.89","0%","0"
"242","4123","晟德","76.6","+2.6","+3.51%","2015","0%","0","14.3%","-0.77","4.2%","+2.93","27.4%","+9.55","54%","-11.7","0%","0"
"243","3176","基亞","115","+2.5","+2.22%","2014","0%","0","2%","-0.13","2%","+1.74","27.3%","+2.55","68.7%","-4.17","0%","0"
"244","2820","華票","11.85","+0.05","+0.42%","2014","0%","0","8.7%","-1.4","29.9%","-0.12","5%","-0.1","56.3%","+1.62","0%","0"
"245","5306","桂盟","145","+0.5","+0.35%","2014","0.9%","+0.94","4.7%","+1.47","4.1%","+0.26","44.9%","-0.05","45.4%","-2.62","0%","0"
"246","9925","新保","40.95","0","0%","2014","0.7%","-0.19","18.4%","-0.46","16.8%","+1.3","28.1%","-0.84","36%","+0.2","0%","0"
"247","3030","德律","66.5","-0.2","-0.3%","2014","0%","0","19.3%","+2.5","11.7%","+1.99","12.4%","-0.69","56.5%","-3.8","0%","0"
"248","2107","厚生","31.4","-0.1","-0.32%","2014","0.5%","-0.13","18.8%","+5.19","2.3%","-0.88","17.9%","+2.72","60.5%","-6.9","0%","0"
"249","4401","東隆興","129.5","-0.5","-0.38%","2014","0%","0","10.7%","+9.22","13%","+2.89","17.8%","+2.8","58.5%","-14.9","0%","0"
"250","1718","中纖","11.2","-0.05","-0.44%","2014","0%","0","6.7%","-0.39","0%","0","34.1%","-1.42","55.4%","+1.8","3.7%","0"
"251","2504","國產","10","0","0%","2014","2.5%","-0.73","10.2%","+0.65","3%","+1.08","30.8%","+1.29","53.5%","-2.29","0%","0"
"252","2023","燁輝","9.06","-0.01","-0.11%","2014","0%","0","5.1%","+0.56","0.6%","-0.03","53.8%","-0.13","40.4%","-0.4","0%","0"
"253","6412","群電","42","+0.4","+0.96%","2014","0%","","5.1%","","3.7%","","61.9%","","29.3%","","0%",""
"254","5263","智崴","379","-5","-1.3%","2015","0.1%","+0.14","3.4%","-0.94","4.7%","-2.12","25.7%","+10","66%","-7.1","0%","0"
"255","1234","黑松","36.8","-0.1","-0.27%","2014","0%","+0.03","6.9%","+1.03","0%","-0.38","38.7%","+1.33","54.4%","-2","0%","0"
"256","3374","精材","55.1","-0.8","-1.43%","2014","0%","","16.4%","","1.8%","","40.4%","","41.4%","","0%",""
"257","4532","瑞智","31.3","0","0%","2014","3.4%","+2.61","11.7%","+1.43","14.3%","+1.76","41.8%","-3.92","28.8%","-1.86","0%","0"
"258","6244","茂迪","33.2","+1.3","+4.08%","2015","0%","0","5.6%","-1.97","2.6%","-3.9","33.1%","+0.14","58.8%","+5.73","0%","0"
"259","2489","瑞軒","17.55","+0.05","+0.29%","2014","0.7%","-0.06","17.5%","-4.53","3.6%","+0.78","4.3%","+0.04","73.3%","+6.17","0.6%","-2.4"
"260","5388","中磊","63","-0.9","-1.41%","2014","7.1%","-4.91","19.7%","+7.68","15.2%","+0.62","9.9%","+2.07","48.1%","-5.46","0%","0"
"261","6279","胡連","149","+1.5","+1.02%","2014","2%","+1.91","8%","+6.25","5.2%","-9.48","10.8%","+5.59","74%","-4.27","0%","0"
"262","1904","正隆","13","+0.05","+0.39%","2014","0%","0","12.7%","+1.82","11.3%","+1.86","26%","-0.36","50%","-3.32","0%","0"
"263","8942","森鉅","92.2","+0.2","+0.22%","2014","0.8%","+0.8","10.6%","+8.6","8.3%","+3.32","6.6%","-2.44","73.7%","-10.3","0%","0"
"264","6271","同欣電","87.2","+0.5","+0.58%","2014","0%","0","33.5%","+15.6","19.6%","-17.8","13.7%","+5.5","33.1%","-3.24","0%","0"
"265","6282","康舒","26.85","-0.05","-0.19%","2014","0%","0","29%","+10.4","10.7%","-0.36","28.9%","+0.24","31.4%","-10.3","0%","0"
"266","1726","永記","86","-0.8","-0.92%","2014","0.2%","+0.1","2.8%","+0.2","7.5%","-0.22","29.9%","+0.13","59.6%","-0.21","0%","0"
"267","3705","永信","54.8","+0.5","+0.92%","2014","1.2%","+1.15","14.6%","+7.84","2.5%","+0.45","9.1%","-1.16","72.6%","-7.91","0%","-0.37"
"268","4137","F-麗豐","173.5","-3.5","-1.98%","2014","0%","0","86.2%","-1.63","0%","0","4.5%","+2.72","9.3%","-1.08","0%","0"
"269","2605","新興","24.25","+0.3","+1.25%","2014","0%","0","31.9%","-0.1","13.3%","+1.77","7.5%","+0.34","47.3%","-2","0%","0"
"270","2905","三商","20.05","+0.05","+0.25%","2014","1.4%","-0.01","9.2%","-0.23","0%","-0.34","51.2%","+0.22","38.2%","+0.36","0%","0"
"271","3552","同致","162","+10.5","+6.93%","2014","2.4%","+2.07","19%","+6.56","14.1%","+10.9","22.4%","-12.6","42%","-5.78","0%","-1.13"
"272","2545","皇翔","41","+0.3","+0.74%","2014","0%","-0.37","4.8%","+1.12","0.7%","-2.19","55.6%","-0.31","38.8%","+1.75","0%","0"
"273","8069","元太","11.75","+0.1","+0.86%","2014","0%","0","8%","-12.6","3.7%","+2.55","24.2%","+3.29","64.1%","+6.8","0%","-0.05"
"274","2514","龍邦","23.75","+0.8","+3.49%","2014","0%","-0.02","7.1%","+2.35","8.1%","-4.25","18.6%","-0.84","66.2%","+2.76","0%","0"
"275","3450","聯鈞","174.5","+8.5","+5.12%","2014","2.3%","-2.76","19.7%","+17.4","14.2%","-5.43","16.4%","-0.26","47.4%","-9","0%","0"
"276","3264","欣銓","27.95","-0.05","-0.18%","2015","0%","0","28%","+6.76","15.6%","-9.44","15.1%","-4.06","41.3%","+6.74","0%","0"
"277","2027","大成鋼","17","-0.2","-1.16%","2014","0%","0","8.8%","+0.91","0%","0","20.2%","+0.95","68.5%","-1.62","2.4%","-0.24"
"278","1313","聯成","11.3","0","0%","2014","0%","0","11.6%","-0.61","5.3%","-2.6","48.1%","-0.74","34.4%","+3.96","0.6%","-0.02"
"279","2534","宏盛","21.95","+0.3","+1.39%","2014","1.7%","+1.68","8.5%","+0.46","7.3%","+0.58","37.1%","-2.08","45.3%","-0.63","0%","0"
"280","2547","日勝生","14.65","+0.1","+0.69%","2014","0%","0","13.1%","-2.84","0.9%","-1.1","10.7%","-0.05","75.4%","+3.99","0%","0"
"281","3152","璟德","185.5","+0.5","+0.27%","2015","0%","0","10.2%","-0.61","1.2%","-0.2","29.4%","+0.57","59.3%","+0.24","0%","0"
"282","6504","南六","175","+3.5","+2.04%","2014","1.1%","+1.07","2.1%","+0.92","2.4%","+2.03","27.8%","-1.46","66.7%","-2.57","0%","0"
"283","3005","神基","21.8","-0.4","-1.8%","2014","0%","0","8.1%","+4.16","0%","-0.03","37.8%","-0.82","54.1%","-3.31","0%","0"
"284","3010","華立","54.7","-0.4","-0.73%","2014","0.1%","-0.08","21%","+7.66","7.1%","+3.83","21%","-0.29","50.8%","-11.1","0%","0"
"285","1711","永光","25.4","+0.05","+0.2%","2014","0.4%","+0.42","6.4%","+1.63","1.2%","-5.33","3.6%","+1.51","88.3%","+1.78","0%","0"
"286","3545","敦泰","30.3","0","0%","2015","0%","-0.78","5%","-1.18","5.9%","-0.45","35.4%","-2.01","53.6%","+4.51","0%","-0.07"
"287","3042","晶技","40.65","-0.2","-0.49%","2014","3.2%","-0.79","14.8%","-18.8","10.5%","-5.62","12.2%","+5.26","59.2%","+19.9","0%","0"
"288","6120","達運","16.75","+0.05","+0.3%","2014","0%","+0.01","4.7%","-4.06","0.1%","-1.98","43.5%","+13.6","39.9%","-19.4","11.8%","+11.8"
"289","1232","大統益","78","-0.5","-0.64%","2014","0%","0","1%","-8.36","0%","0","79.4%","+7.51","19.6%","+0.85","0%","0"
"290","2520","冠德","24.65","+0.1","+0.41%","2014","0%","0","12.9%","+4.48","9.3%","-2.3","33.2%","-2.07","44.6%","-0.11","0%","0"
"291","3665","F-貿聯","142.5","+1","+0.71%","2014","0%","0","31.1%","+3.34","0%","0","18.7%","+15.3","50.2%","-18.7","0%","0"
"292","9908","大台北","23.95","0","0%","2014","0.1%","-0.04","3.7%","-0.09","12.4%","+1.59","44.9%","+0.43","38.9%","-1.89","0%","0"
"293","3533","嘉澤","132","-1","-0.75%","2014","0%","0","16.5%","+2.49","6%","+4.96","35.7%","+0.78","41.8%","-8.23","0%","0"
"294","6202","盛群","54.5","0","0%","2014","1.5%","+1.39","17.7%","+9.46","9.5%","-4.07","19%","+0.85","52.4%","-7.62","0%","0"
"295","8213","志超","45.4","0","0%","2014","0%","0","16.5%","+6.31","2.5%","-2.92","16.8%","-3.04","62.8%","-0.22","1.4%","-0.13"
"296","3558","神準","250","+5","+2.04%","2014","0%","","4.7%","","0%","","55.6%","","39.7%","","0%",""
"297","1905","華紙","10","-0.15","-1.48%","2014","0.6%","-0.4","2.5%","+0.09","2.3%","-0.97","66%","-0.04","28.6%","+1.32","0%","0"
"298","4994","傳奇","137.5","+3","+2.23%","2014","0%","0","0.6%","+0.39","0.3%","+0.29","20.4%","+0.24","78.7%","-0.93","0%","0"
"299","5287","數字","385","+2","+0.52%","2014","0%","0","13.7%","+4.97","3.6%","+3.58","49.9%","-7.77","32.9%","-0.78","0%","0"
"300","2913","農林","16.75","+0.15","+0.9%","2014","0%","0","9.4%","+2.02","0.5%","-0.15","23.5%","+11.5","66.6%","-13.4","0%","0"
"301","3006","晶豪科","43.8","+2.85","+6.96%","2015","0%","+0.01","11.2%","-0.44","0.7%","-2.56","8.5%","-1.06","79.5%","+4.06","0%","-0.01"
"302","8016","矽創","100","-3","-2.91%","2014","2.6%","+2.61","22%","+7.15","7.8%","-7.09","6.9%","-0.12","60.7%","-2.56","0%","0"
"303","2439","美律","64.3","-0.4","-0.62%","2014","0%","0","26.5%","+19.4","26.6%","+3.09","10.4%","+0.79","36.5%","-23.2","0%","0"
"304","1537","廣隆","145.5","+1.5","+1.04%","2014","0%","0","13.9%","+0.48","22.2%","+9.27","8.8%","+3.24","55.2%","-13","0%","0"
"305","1729","必翔","63.8","+1.4","+2.24%","2015","0%","0","12%","+0.43","0.8%","-0.02","5.8%","-2.11","80.8%","+1.69","0.5%","0"
"306","2208","台船","15.9","0","0%","2014","33.6%","0","5.9%","+0.9","0%","0","18.1%","+1.2","42.4%","-2.11","0%","0"
"307","2329","華泰","14.65","+0.05","+0.34%","2015","0%","0","16.5%","-0.03","0.1%","+0.03","14.8%","+2.09","68.6%","-2.09","0%","0"
"308","2515","中工","7.72","-0.05","-0.64%","2014","0%","0","7.5%","+0.76","2%","-0.34","20.1%","+2.3","70.3%","-2.72","0%","0"
"309","9937","全國","38","+0.05","+0.13%","2014","0%","-0.8","8.9%","-0.21","4%","+0.44","38.4%","-2.06","48.6%","+2.62","0%","0"
"310","2450","神腦","45.45","0","0%","2014","1.7%","-0.59","8.2%","+1.63","3.7%","+0.31","63.6%","+0.31","22.9%","-1.66","0%","0"
"311","8086","宏捷科","85.4","+1.4","+1.67%","2014","0%","0","1.3%","-2.94","0%","0","2.8%","+0.71","95.9%","+2.23","0%","0"
"312","5531","鄉林","14.55","-0.15","-1.02%","2014","0%","0","3.1%","+0.38","0%","0","77.3%","+0.42","19.6%","-0.8","0%","0"
"313","6023","元大期","50.2","+1.6","+3.29%","2014","0%","0","11.9%","0","0.1%","-0.4","78%","+0.28","10.1%","+0.13","0%","0"
"314","1419","新紡","38.4","0","0%","2014","0%","0","3.1%","-0.36","21.1%","+0.31","54.6%","+2.83","21.2%","-2.78","0%","0"
"315","8341","日友","103","+5.3","+5.42%","2015","0%","","0.7%","","5.3%","","52.5%","","41.5%","","0%",""
"316","4536","拓凱","125.5","-1.5","-1.18%","2014","0%","0","6.4%","+4.18","3.4%","+2.61","0.6%","+0.36","89.5%","-7.15","0%","0"
"317","3023","信邦","54.6","+0.2","+0.37%","2014","3.2%","+3.01","12.6%","+3.39","14.4%","+12.1","6.7%","-1.8","63.1%","-16.7","0%","0"
"318","8114","振樺電","173.5","+2.5","+1.46%","2014","0.7%","+0.73","14.4%","+9.29","1.5%","+1.04","26.8%","+2.53","56.6%","-11.8","0%","-1.84"
"319","1532","勤美","28.8","+0.25","+0.88%","2014","0%","0","8.8%","+4.1","12%","+3.23","16%","-1.63","63.1%","-5.7","0%","0"
"320","3227","原相","85.9","+1.3","+1.54%","2014","0%","0","8.9%","+5.27","3.7%","+0.23","12.1%","-3.57","71.2%","-1.88","4%","-0.05"
"321","5907","F-大洋","55.7","-0.6","-1.07%","2014","0%","+0.01","79.2%","-5.37","7.6%","+2.48","7.1%","+1.21","4.9%","+1.68","1.2%","0"
"322","6803","崑鼎","172","-0.5","-0.29%","2014","0%","0","1.9%","-1.45","15.6%","+1.68","66.8%","-3.66","15.7%","+3.43","0%","0"
"323","1201","味全","22","-0.2","-0.9%","2014","0.8%","-1.66","21%","+6.77","8.4%","-0.68","44.5%","+4.46","25.4%","-8.89","0%","0"
"324","3662","樂陞","130.5","+2","+1.56%","2014","0%","0","39.1%","+11","4%","+0.72","14.1%","+1.2","42.7%","-12.9","0%","0"
"325","3380","明泰","22.45","-0.5","-2.18%","2014","0%","0","14.6%","+4.81","8.8%","-5.34","42.4%","-1.01","31.6%","-1.13","2.7%","+2.67"
"326","4152","台微體","199","-2","-1%","2014","0%","0","21.7%","-8.37","7.3%","+5.37","17.4%","-3.85","53.6%","+6.85","0%","0"
"327","3443","創意","81.9","+0.6","+0.74%","2014","0%","0","2.8%","+0.35","5.5%","-0.03","42.2%","+1.37","49.5%","-1.7","0%","0"
"328","3019","亞光","38.9","0","0%","2014","0%","+0.01","9.2%","+2.39","0%","-0.37","7.2%","+0.78","83.5%","-2.8","0%","0"
"329","3452","益通","13.95","+0.7","+5.28%","2014","0%","0","1.9%","+0.15","0%","+0.03","53.1%","-1.57","44.9%","+1.4","0%","0"
"330","5508","永信建","60","+0.3","+0.5%","2014","0%","0","1.4%","-0.08","0.6%","+0.16","78.7%","+0.08","19.3%","-0.16","0%","0"
"331","2908","特力","21","+0.3","+1.45%","2014","0%","-0.05","14.8%","+0.84","8.4%","+0.86","24.4%","+3.91","48.6%","-2.69","3.8%","-2.87"
"332","3211","順達","70.9","+0.4","+0.57%","2014","0.9%","0","12.6%","+3.81","15.8%","-3.21","8.8%","-6.44","61.8%","+5.84","0%","0"
"333","1103","嘉泥","13.75","0","0%","2015","0%","-0.01","5.6%","+0.06","3.3%","+0.34","50%","+0.14","41%","-0.53","0%","0"
